Sample	10	11	12	13	14	15	16	17	18	19	1	20	2	3	4	5	6	7	8	9	MT	X	Y	*
MUSCULO_78	[5143239, 112626471]	[934960, 90463843]	[5045233, 52716770]	[959652, 114033958]	[25795147, 115493446]	[894555, 111246239]	[1092303, 90668790]	[984277, 90843779]	[878152, 88201929]	[2793915, 62275575]	[11419961, 282763074]	[831733, 56205956]	[2828652, 266435125]	[5698981, 177699992]	[2047646, 184226339]	[4888366, 173707219]	[7338311, 147991367]	[5131742, 145729302]	[3893011, 133307652]	[1733434, 122095297]	[2862243, 16313]	[2225968, 159970021]	[2260, 3310458]	[0, 0]
MUSCULO_79	[4344423, 112626471]	[782372, 90463843]	[3310161, 52716770]	[758243, 114033958]	[11678495, 115493446]	[684491, 111246239]	[872973, 90668790]	[739444, 90843779]	[668238, 88201929]	[2261908, 62275575]	[8331216, 282763074]	[656288, 56205956]	[2408009, 266435125]	[5208745, 177699992]	[1694323, 184226339]	[2903569, 173707219]	[4595547, 147991367]	[3261247, 145729302]	[3068128, 133307652]	[1525657, 122095297]	[1771503, 16313]	[1318778, 159970021]	[8758, 3310458]	[0, 0]
MUSCULO_80	[2640861, 112626471]	[563953, 90463843]	[2815564, 52716770]	[534907, 114033958]	[12625114, 115493446]	[530521, 111246239]	[621984, 90668790]	[602690, 90843779]	[529471, 88201929]	[1378059, 62275575]	[5597518, 282763074]	[520603, 56205956]	[1700170, 266435125]	[4185468, 177699992]	[1264365, 184226339]	[2569982, 173707219]	[3442533, 147991367]	[3030957, 145729302]	[2335880, 133307652]	[998572, 122095297]	[2697843, 16313]	[1234143, 159970021]	[6704, 3310458]	[0, 0]
MUSCULO_81	[2715047, 112626471]	[626848, 90463843]	[3110740, 52716770]	[540297, 114033958]	[10485210, 115493446]	[514885, 111246239]	[628508, 90668790]	[631364, 90843779]	[548302, 88201929]	[1532696, 62275575]	[6043977, 282763074]	[509700, 56205956]	[1835444, 266435125]	[2653661, 177699992]	[1286802, 184226339]	[2511855, 173707219]	[3750695, 147991367]	[3212080, 145729302]	[2482356, 133307652]	[1060380, 122095297]	[2278476, 16313]	[1266310, 159970021]	[6174, 3310458]	[0, 0]
MUSCULO_82	[4265693, 112626471]	[821277, 90463843]	[3204016, 52716770]	[850115, 114033958]	[4216451, 115493446]	[705188, 111246239]	[898449, 90668790]	[763276, 90843779]	[677860, 88201929]	[2047416, 62275575]	[7785158, 282763074]	[697345, 56205956]	[2301397, 266435125]	[7780216, 177699992]	[1718854, 184226339]	[2837235, 173707219]	[3147154, 147991367]	[3366325, 145729302]	[2965087, 133307652]	[1383697, 122095297]	[1779571, 16313]	[1354245, 159970021]	[2402, 3310458]	[0, 0]
MUSCULO_83	[5195138, 112626471]	[1181995, 90463843]	[6813267, 52716770]	[929724, 114033958]	[19017270, 115493446]	[948988, 111246239]	[1039297, 90668790]	[1146600, 90843779]	[946744, 88201929]	[3034466, 62275575]	[11084826, 282763074]	[898085, 56205956]	[3692537, 266435125]	[5457315, 177699992]	[2315180, 184226339]	[4650202, 173707219]	[9532305, 147991367]	[5961817, 145729302]	[4648495, 133307652]	[1985575, 122095297]	[3463822, 16313]	[2535643, 159970021]	[10560, 3310458]	[0, 0]
MUSCULO_84	[3240836, 112626471]	[810504, 90463843]	[2627864, 52716770]	[820805, 114033958]	[4517713, 115493446]	[894941, 111246239]	[943450, 90668790]	[973652, 90843779]	[859148, 88201929]	[1901500, 62275575]	[5988784, 282763074]	[778690, 56205956]	[2440342, 266435125]	[3927753, 177699992]	[1772532, 184226339]	[2702219, 173707219]	[2716901, 147991367]	[3199705, 145729302]	[3568190, 133307652]	[1518776, 122095297]	[4919845, 16313]	[1306585, 159970021]	[8681, 3310458]	[0, 0]
MUSCULO_85	[3847282, 112626471]	[840778, 90463843]	[3681883, 52716770]	[723952, 114033958]	[6636008, 115493446]	[670921, 111246239]	[819115, 90668790]	[879954, 90843779]	[775311, 88201929]	[2097913, 62275575]	[6932259, 282763074]	[738928, 56205956]	[2490596, 266435125]	[5105770, 177699992]	[1786805, 184226339]	[3030990, 173707219]	[4406696, 147991367]	[3907908, 145729302]	[3275928, 133307652]	[1471398, 122095297]	[4262008, 16313]	[1658706, 159970021]	[9093, 3310458]	[0, 0]
MUSCULO_86	[3225930, 112626471]	[668589, 90463843]	[3472600, 52716770]	[590818, 114033958]	[22448064, 115493446]	[538440, 111246239]	[663757, 90668790]	[642373, 90843779]	[546417, 88201929]	[1594131, 62275575]	[7635965, 282763074]	[548440, 56205956]	[2051372, 266435125]	[4226928, 177699992]	[1324838, 184226339]	[3319798, 173707219]	[4666659, 147991367]	[3314336, 145729302]	[2641245, 133307652]	[1087288, 122095297]	[2372433, 16313]	[1309376, 159970021]	[6074, 3310458]	[0, 0]
MUSCULO_87	[3129449, 112626471]	[756831, 90463843]	[4570272, 52716770]	[701544, 114033958]	[12199220, 115493446]	[936560, 111246239]	[777640, 90668790]	[864500, 90843779]	[717582, 88201929]	[1883477, 62275575]	[6497355, 282763074]	[679841, 56205956]	[2495624, 266435125]	[4395018, 177699992]	[1600348, 184226339]	[3010395, 173707219]	[5106226, 147991367]	[4509280, 145729302]	[3298987, 133307652]	[1271629, 122095297]	[4073673, 16313]	[1848805, 159970021]	[2151, 3310458]	[0, 0]
MUSCULO_88	[4862397, 112626471]	[964171, 90463843]	[4240333, 52716770]	[829839, 114033958]	[24506133, 115493446]	[752301, 111246239]	[905527, 90668790]	[827264, 90843779]	[751355, 88201929]	[2014647, 62275575]	[9110058, 282763074]	[819381, 56205956]	[2955505, 266435125]	[6018551, 177699992]	[1817024, 184226339]	[3717225, 173707219]	[6433063, 147991367]	[4538717, 145729302]	[3869421, 133307652]	[1593270, 122095297]	[3810447, 16313]	[1885998, 159970021]	[10110, 3310458]	[0, 0]
MUSCULO_89	[2255135, 112626471]	[499683, 90463843]	[1118260, 52716770]	[530446, 114033958]	[1906406, 115493446]	[457817, 111246239]	[584312, 90668790]	[587533, 90843779]	[500489, 88201929]	[933968, 62275575]	[3604747, 282763074]	[672138, 56205956]	[1591131, 266435125]	[3347918, 177699992]	[1138198, 184226339]	[1940216, 173707219]	[1566717, 147991367]	[1617978, 145729302]	[2466730, 133307652]	[922069, 122095297]	[5899064, 16313]	[764160, 159970021]	[6638, 3310458]	[0, 0]
MUSCULO_90	[9625113, 112626471]	[1738141, 90463843]	[8419966, 52716770]	[1656286, 114033958]	[18475372, 115493446]	[1522332, 111246239]	[1877485, 90668790]	[1961357, 90843779]	[1624933, 88201929]	[4459611, 62275575]	[16135794, 282763074]	[1637348, 56205956]	[5480867, 266435125]	[12890918, 177699992]	[3689028, 184226339]	[6311074, 173707219]	[9233245, 147991367]	[8341588, 145729302]	[6924246, 133307652]	[3155427, 122095297]	[7446739, 16313]	[3241128, 159970021]	[17906, 3310458]	[0, 0]
MUSCULO_91	[3721514, 112626471]	[885021, 90463843]	[4087907, 52716770]	[896092, 114033958]	[10494282, 115493446]	[842158, 111246239]	[987443, 90668790]	[1020312, 90843779]	[886823, 88201929]	[1997584, 62275575]	[8119952, 282763074]	[826683, 56205956]	[2601505, 266435125]	[3376943, 177699992]	[1914384, 184226339]	[3088510, 173707219]	[4591408, 147991367]	[4086197, 145729302]	[3788862, 133307652]	[1599548, 122095297]	[2869203, 16313]	[1815370, 159970021]	[2298, 3310458]	[0, 0]
MUSCULO_92	[4666673, 112626471]	[1014841, 90463843]	[2766098, 52716770]	[992681, 114033958]	[2981624, 115493446]	[834922, 111246239]	[1019131, 90668790]	[976770, 90843779]	[932194, 88201929]	[1827427, 62275575]	[7429324, 282763074]	[928037, 56205956]	[2946718, 266435125]	[7607351, 177699992]	[2090069, 184226339]	[2787151, 173707219]	[3197589, 147991367]	[3154756, 145729302]	[3592206, 133307652]	[1812154, 122095297]	[3201994, 16313]	[1564991, 159970021]	[2986, 3310458]	[0, 0]
MUSCULO_93	[3829664, 112626471]	[773326, 90463843]	[4791982, 52716770]	[747005, 114033958]	[7222412, 115493446]	[677665, 111246239]	[854680, 90668790]	[875321, 90843779]	[788412, 88201929]	[2155145, 62275575]	[7228029, 282763074]	[727394, 56205956]	[2438059, 266435125]	[7048558, 177699992]	[1710003, 184226339]	[3131215, 173707219]	[4953916, 147991367]	[4390759, 145729302]	[3494178, 133307652]	[1389502, 122095297]	[3981005, 16313]	[1835387, 159970021]	[9555, 3310458]	[0, 0]
MUSCULO_94	[3076955, 112626471]	[696085, 90463843]	[4282816, 52716770]	[589386, 114033958]	[11399069, 115493446]	[528915, 111246239]	[641411, 90668790]	[664344, 90843779]	[542403, 88201929]	[1547517, 62275575]	[5973886, 282763074]	[610732, 56205956]	[2160175, 266435125]	[4032286, 177699992]	[1282896, 184226339]	[2502237, 173707219]	[4911710, 147991367]	[3979330, 145729302]	[3153491, 133307652]	[1040936, 122095297]	[3166364, 16313]	[1836581, 159970021]	[1914, 3310458]	[0, 0]
MUSCULO_95	[4009785, 112626471]	[892997, 90463843]	[4725121, 52716770]	[847589, 114033958]	[13192190, 115493446]	[969688, 111246239]	[997456, 90668790]	[1123078, 90843779]	[913832, 88201929]	[2074542, 62275575]	[7790656, 282763074]	[946715, 56205956]	[2840635, 266435125]	[5394556, 177699992]	[1946522, 184226339]	[3566035, 173707219]	[5058077, 147991367]	[5271023, 145729302]	[4232730, 133307652]	[1547046, 122095297]	[6330648, 16313]	[2040136, 159970021]	[2260, 3310458]	[0, 0]
MUSCULO_96	[3702137, 112626471]	[890533, 90463843]	[4426677, 52716770]	[824919, 114033958]	[7549075, 115493446]	[765938, 111246239]	[866690, 90668790]	[921464, 90843779]	[742795, 88201929]	[1788868, 62275575]	[7098925, 282763074]	[752708, 56205956]	[2816810, 266435125]	[5569168, 177699992]	[1808092, 184226339]	[2608855, 173707219]	[4925836, 147991367]	[4351932, 145729302]	[3468637, 133307652]	[1518078, 122095297]	[1370350, 16313]	[2106012, 159970021]	[3438, 3310458]	[0, 0]
MUSCULO_97	[2264015, 112626471]	[646244, 90463843]	[5294386, 52716770]	[410316, 114033958]	[33247770, 115493446]	[574820, 111246239]	[468937, 90668790]	[573803, 90843779]	[451133, 88201929]	[1754816, 62275575]	[7663474, 282763074]	[354758, 56205956]	[2267193, 266435125]	[1946070, 177699992]	[1123676, 184226339]	[3817725, 173707219]	[9225160, 147991367]	[4118386, 145729302]	[2698943, 133307652]	[978377, 122095297]	[1260243, 16313]	[1762395, 159970021]	[4293, 3310458]	[0, 0]
MUSCULO_98	[5036315, 112626471]	[1135365, 90463843]	[3262157, 52716770]	[1092440, 114033958]	[4516767, 115493446]	[916276, 111246239]	[1089199, 90668790]	[1042284, 90843779]	[892299, 88201929]	[2351110, 62275575]	[9069543, 282763074]	[855793, 56205956]	[3381864, 266435125]	[8431090, 177699992]	[2262116, 184226339]	[3135582, 173707219]	[4019322, 147991367]	[4078546, 145729302]	[3488016, 133307652]	[1902998, 122095297]	[1302565, 16313]	[1703845, 159970021]	[4587, 3310458]	[0, 0]
MUSCULO_99	[4098992, 112626471]	[1005233, 90463843]	[5575579, 52716770]	[935485, 114033958]	[15669651, 115493446]	[955540, 111246239]	[1028810, 90668790]	[940833, 90843779]	[861594, 88201929]	[2331280, 62275575]	[9067143, 282763074]	[844341, 56205956]	[3162875, 266435125]	[4483895, 177699992]	[1961888, 184226339]	[3771611, 173707219]	[6164157, 147991367]	[5127561, 145729302]	[4567573, 133307652]	[1767578, 122095297]	[4335702, 16313]	[2218293, 159970021]	[11352, 3310458]	[0, 0]
